dba_name,license_#,facility_type,address,city,state,zip
SIKIA RESTAURANT,1903527,Restaurant,740 W 63RD ST ,CHICAGO,IL,60621.0
JETS PIZZA,2432712,Restaurant,1811 W NORTH AVE ,CHICAGO,IL,60622.0
ELLIE'S,2147526,Restaurant,10701 S HALE AVE ,CHICAGO,IL,60643.0
THAI FLAVOUR DELI,2458198,Restaurant,5357 N BROADWAY ,CHICAGO,IL,60640.0
BEEZZEE,2120626,Restaurant,2807 N SHEFFIELD AVE ,CHICAGO,IL,60657.0
BEGGAR'S PIZZA,1932106,Restaurant,10314 S HALSTED ST ,CHICAGO,IL,60628.0
ROSATIS PIZZA,2327356,Restaurant,3150 W 111TH ST ,CHICAGO,IL,60655.0
The Original Pancake House,18779,Restaurant,22 E BELLEVUE PL ,CHICAGO,IL,60611.0
CHICAGO LUNCHBOX,2279165,Mobile Food Preparer,324 N LEAVITT ST ,CHICAGO,IL,60612.0
DIANA' FOOD & RESTAURANT,1579625,Restaurant,1000 N FRANCISCO AVE ,CHICAGO,IL,60622.0
CARMELITA'S TAQUERIA,1475925,Restaurant,1206 W LAWRENCE AVE ,CHICAGO,IL,60640.0
MAHALO,2458095,Restaurant,1501 N MILWAUKEE AVE ,CHICAGO,IL,60622.0
CAPTAIN HOOKS FISH & CHICKEN,1804138,Restaurant,5648 W ROOSEVELT ,CHICAGO,IL,60644.0
MY LITTLE ROME,2428721,Restaurant,6706 W BELMONT AVE ,CHICAGO,IL,60634.0
TAQUERIA Y TAMALERIA GUERRERENCE,1445253,Restaurant,6706 W BELMONT AVE ,CHICAGO,IL,60634.0
JOSI'S FROZEN YOGURT CAFE,2284509,Restaurant,4032 N MILWAUKEE AVE ,CHICAGO,IL,60641.0
AFC SUSHI @ WALGREENS #15065,2198324,Restaurant,1601 N MILWAUKEE AVE ,CHICAGO,IL,60647.0
WASHBURNE CULINARY INSTITUTE INCUBATOR KITCHENS,2114756,Restaurant,740 W 63RD ST ,CHICAGO,IL,60621.0
BIJAN BISTRO,1272499,Restaurant,661-663 N STATE ST ,CHICAGO,IL,60654.0
WASHBURNE CULINARY INSTITUTE INCUBATOR KITCHENS,1903531,Restaurant,740 W 63RD ST ,CHICAGO,IL,60621.0
EFEBINA'S CAFE,1998619,Restaurant,1640 S BLUE ISLAND AVE ,CHICAGO,IL,60608.0
FAVELA'S RESTAURANT,2334059,Restaurant,5004-5006 S ARCHER AVE ,CHICAGO,IL,60632.0
TWO LIONS PUB &GRILL,2443460,Restaurant,2943 N MILWAUKEE AVE ,CHICAGO,IL,60618.0
KANELA 'BREAKFAST CLUB',2458619,Restaurant,5413 N CLARK ST ,CHICAGO,IL,60640.0
CURRENCY EXCHANGE CAFE,2283546,Restaurant,305 E GARFIELD BLVD ,CHICAGO,IL,60637.0
LITTLE CAESARS,2319906,Restaurant,2024 E 95TH ST ,CHICAGO,IL,60617.0
TWO LIONS PUB &GRILL,2443459,Restaurant,2943 N MILWAUKEE AVE ,CHICAGO,IL,60618.0
BACCHANALIA REST & LNG,1599,Restaurant,2413 S OAKLEY AVE ,CHICAGO,IL,60608.0
LITTLE CAESAR PIZZA #1643,2222,Restaurant,5608 W IRVING PARK RD ,CHICAGO,IL,60634.0
NATY'S PIZZA #2,38483,Restaurant,1757 W CHICAGO AVE ,CHICAGO,IL,60622.0
COFFEE JOINT,2451585,Restaurant,2059 W IRVING PARK RD ,CHICAGO,IL,60618.0
WASHBURN CULINARY INSTITUTE STUDENT TRAINING KITCHENS,1914396,Restaurant,740 W 63RD ST ,CHICAGO,IL,60621.0
DUNLAY'S ON CLARK,42143,Restaurant,2600 N CLARK ST ,CHICAGO,IL,60614.0
PINK MONKEY / NEW YORK STRIP,52862,Restaurant,750 S CLINTON ST ,CHICAGO,IL,60607.0
BIRRIERIA LA TAPATIA DE OCOTLAN,1675193,Restaurant,2861 W CERMAK RD ,CHICAGO,IL,60623.0
HACIENDA RESTAURANT,1740190,Restaurant,9706 S COMMERCIAL AVE ,CHICAGO,IL,60617.0
THE PASTA BOWL COMPANY,1336773,Restaurant,2434-2436 N CLARK ST ,CHICAGO,IL,60614.0
NANDU RESTAURANT LTD,21547,Restaurant,2731 W FULLERTON AVE ,CHICAGO,IL,60647.0
FOUR BROTHERS 1 INC,2451482,Restaurant,325 S CICERO AVE ,CHICAGO,IL,60644.0
"PUPUCERIA & RES CUSCATLECO, INC",1649314,Restaurant,3125 W LAWRENCE AVE ,CHICAGO,IL,60625.0
CULLEN'S BAR & GRILL,43177,Restaurant,3741 N SOUTHPORT AVE ,CHICAGO,IL,60613.0
LEGHORN CHCIKEN 2,2359338,Restaurant,600 N LA SALLE DR ,CHICAGO,IL,60654.0
GUADALAJARA BAKERY,1331660,Bakery,4014 W ARMITAGE AVE ,CHICAGO,IL,60639.0
HERITAGE PLAZA,1165431,Restaurant,1500 W 95TH ST ,CHICAGO,IL,60643.0
SAIGON SISTERS,2004146,Restaurant,131 N Clinton ST ,CHICAGO,IL,60661.0
THE OGDEN,1820597,Restaurant,1659 W OGDEN AVE ,CHICAGO,IL,60612.0
ROADHOUSE 66 GAS N' GRILL,30598,Restaurant,3478 N CLARK ST ,CHICAGO,IL,60657.0
BARRACO'S PIZZA,2303698,Restaurant,3043-3047 W 111TH ST ,CHICAGO,IL,60655.0
WEST END TATA'S PIZZA,1948046,Restaurant,3019 W 111TH ST ,CHICAGO,IL,60655.0
MINGHIN ON GRANT PARK,2422780,Restaurant,333 E BENTON PL ,CHICAGO,IL,60601.0
KIKKA-SOUTH LOOP,1898506,Restaurant,1101 S CANAL ST ,CHICAGO,IL,60607.0
ARAMARK,2055100,Restaurant,1020 W SHERIDAN RD ,CHICAGO,IL,60660.0
MULLENS ON CLARK,64171,Restaurant,3527 N CLARK ST ,CHICAGO,IL,60657.0
CYRANO'S BISTROT AND WINE BAR,48530,Restaurant,546 N WELLS ST ,CHICAGO,IL,60610.0
SLUGGERS GRILL,23242,Restaurant,3540 N CLARK ST ,CHICAGO,IL,60657.0
SALT & PEPPER DINER,45234,Restaurant,3537 N CLARK ST ,CHICAGO,IL,60657.0
D.O.C. WINE BAR,1516815,Restaurant,2602 N CLARK ST ,CHICAGO,IL,60614.0
MR CAKE,62717,Bakery,4608 W Diversey AVE ,CHICAGO,IL,60639.0
"TASTY BEEF & SUB,INC.",2136953,Restaurant,3723 W CHICAGO AVE ,CHICAGO,IL,60651.0
O'CONNOR'S MARKET,33624,Restaurant,7280 W DEVON AVE ,CHICAGO,IL,60631.0
HOW DO YOU ROLL? #24,2340850,Restaurant,259 E ERIE ST ,CHICAGO,IL,60611.0
LAS FRESAS,2247279,Restaurant,7057 N CLARK ST ,CHICAGO,IL,60626.0
PAOLA'S VINUM,2114939,Restaurant,328 S JEFFERSON ST ,CHICAGO,IL,60661.0
LANGOSTA NAYARITA,2411546,Restaurant,3118 W 59TH ST ,CHICAGO,IL,60629.0
ALI'S BBQ RESTAURANT,2142370,Restaurant,2657 W DEVON AVE ,CHICAGO,IL,60659.0
RAMALLAH AMERICAN CLUB,27207,Restaurant,2700 N CENTRAL AVE ,CHICAGO,IL,60639.0
GRANDMA J'S INC.,2152493,Restaurant,1552 N KEDZIE AVE ,CHICAGO,IL,60651.0
KEN'S,83988,Restaurant,10522 S WESTERN AVE ,CHICAGO,IL,60643.0
POPEYES FRIED CHICKEN REST,6344,Restaurant,6340 N BROADWAY ,CHICAGO,IL,60660.0
THE BURGER POINT,2121167,Restaurant,1900 S STATE ST ,CHICAGO,IL,60616.0
PASADITA EXPRESS,2020800,Restaurant,2925 W IRVING PARK RD ,CHICAGO,IL,60618.0
THE ORIGINAL NICKS GYROS,48972,Restaurant,5238 N NAGLE AVE ,CHICAGO,IL,60630.0
EL JEFE,2458361,Mobile Food Preparer,324 N LEAVITT ST ,CHICAGO,IL,60612.0
MARI'S PIZZA TWO,2283170,Restaurant,3650 W BELMONT AVE ,CHICAGO,IL,60618.0
KYLIN,2053884,Restaurant,2002 S WENTWORTH AVE ,CHICAGO,IL,60616.0
MELAO LATIN CUISINE INC.,2397352,Restaurant,3941 N LINCOLN AVE ,CHICAGO,IL,60613.0
KENTUCKY FRIED CHICKEN 521040,1816811,Restaurant,8307 S SOUTH CHICAGO AVE ,CHICAGO,IL,60617.0
ARBELLA,2446544,Restaurant,112 W GRAND AVE ,CHICAGO,IL,60654.0
ARBELLA,2446545,Restaurant,112 W GRAND AVE ,CHICAGO,IL,60654.0
WALGREENS #15921,2308022,Restaurant,410 N MICHIGAN AVE ,CHICAGO,IL,60611.0
LILLIE'S Q,2203492,Restaurant,131 N CLINTON ST ,CHICAGO,IL,60661.0
Levy Restaurants at Wrigley Field,1120541,Restaurant,1060 W ADDISON ST ,CHICAGO,IL,60613.0
2015 SEE THRU CHINESE KITCHEN,2390636,Restaurant,609 E 79TH ST ,CHICAGO,IL,60619.0
LICKITY SPLIT FROZEN CUSTARD & SWEETS,2463300,Restaurant,5555 N SHERIDAN RD ,CHICAGO,IL,60640.0
JIMMY JOHN'S GOURMET SANDWICH,57099,Restaurant,3328 N CLARK ST ,CHICAGO,IL,60657.0
CORNER BAKERY CAFE,1649295,Restaurant,1121 N STATE ST ,CHICAGO,IL,60610.0
MIRLAN & SANAT,2374369,Restaurant,1143 N WELLS ST ,CHICAGO,IL,60610.0
AUNTIE ANNIE'S PRETZELS AND JAMBA JUICE,2328610,Restaurant,600 E GRAND AVE ,CHICAGO,IL,60611.0
EVERGREEN RESTAURANT,2185077,Restaurant,2411 S WENTWORTH AVE ,CHICAGO,IL,60616.0
HAROLD'S CHICKEN',2373694,Restaurant,8653 S STATE ST ,CHICAGO,IL,60619.0
SUBWAY,2049907,Restaurant,3154 W 103RD ST ,CHICAGO,IL,60655.0
EAT A PITA,1222441,Restaurant,3155 N HALSTED ST ,CHICAGO,IL,60657.0
ZIGZAG CAFE,2397447,Restaurant,4429 N BROADWAY ,CHICAGO,IL,60640.0
GEORGIA'S FOOD DEPOT,2419039,Restaurant,7352 S HALSTED ST ,CHICAGO,IL,60621.0
LOMAS RESTAURANT,2368847,Restaurant,3141 W 63RD ST ,CHICAGO,IL,60629.0
CAPTAIN MORGAN'S,2078712,Restaurant,1060 W ADDISON ST ,CHICAGO,IL,60613.0
FT WICKER PARK,2451874,Restaurant,1570-1/2 N DAMEN AVE ,CHICAGO,IL,60622.0
HAPPY CAKE LA BAGUETTE,1986073,Bakery,5855 W DIVERSEY AVE ,CHICAGO,IL,60639.0
IL PORCELLINO STUDIO PARIS/RAMEN-SAN,2068953,Restaurant,59 W HUBBARD ST ,CHICAGO,IL,60654.0
ALICE'S RESTAURANT,2027814,Restaurant,5638 W CHICAGO AVE ,CHICAGO,IL,60651.0
THREE D,1172336,Restaurant,5317 W North AVE ,CHICAGO,IL,60639.0
LA BAGUETTE BAKERY,2374103,Bakery,6044 W 63RD ST ,CHICAGO,IL,60638.0
KFC-521051,2391126,Restaurant,3696 S ARCHER AVE ,CHICAGO,IL,60609.0
TANOSHII SUSHI MIKE'S,2261760,Restaurant,720 W RANDOLPH ST ,CHICAGO,IL,60661.0
Subway,2079385,Restaurant,1406 W 18th ST ,CHICAGO,IL,60608.0
ASHLAND MARKET,2447201,Restaurant,1051-1053 N ASHLAND AVE ,CHICAGO,IL,60622.0
GRUB RESTAURANT CHICAGO,2358734,Restaurant,1230 W TAYLOR ST ,CHICAGO,IL,60607.0
FON FON CHINESE CUISINE,2184296,Restaurant,8253 S KEDZIE AVE ,CHICAGO,IL,60652.0
FRESHII,2138647,Restaurant,17 E MONROE ST ,CHICAGO,IL,60603.0
REAL COMFORT AMERICAN KITCHEN,2284667,Restaurant,1045 W MADISON ST ,CHICAGO,IL,60607.0
SAINT LOU'S ASSEMBLY & MONEYGUN,2412224,Restaurant,660-664 W LAKE ST ,CHICAGO,IL,60661.0
SAINT LOU'S ASSEMBLY & MONEYGUN,2451577,Restaurant,660-664 W LAKE ST ,CHICAGO,IL,60661.0
UPTON'S,2412224,Restaurant,660-664 W LAKE ST ,CHICAGO,IL,60661.0
LA TACOREA INC.,2102722,Restaurant,847 W BELMONT AVE ,CHICAGO,IL,60657.0
McGILL'S  BAR  & GRILL,27871,Restaurant,4551-4553 N PULASKI RD ,CHICAGO,IL,60630.0
"THE GREAT AMERICAN BAGEL ENTERPRISES, INC.",2314248,Restaurant,1154 W MADISON ST ,CHICAGO,IL,60607.0
TAQUERIA EL HEREDERO INC,2373621,Restaurant,3222 W ARMITAGE AVE ,CHICAGO,IL,60647.0
TAMALES GARIBAY,2093116,Restaurant,3859 N KEDZIE AVE ,CHICAGO,IL,60618.0
DHARMA GARDEN RESTAURANT,2231924,Restaurant,3109 W IRVING PARK RD ,CHICAGO,IL,60618.0
DRAFT KINGS FANTASY SPORTS BAR,2078712,Restaurant,1060 W ADDISON ST ,CHICAGO,IL,60613.0
ENERGYM FITNESS CENTER,2442370,Restaurant,2150 S CANALPORT AVE ,CHICAGO,IL,60608.0
FRANK'S CHICAGO SHRIMP HOUSE,6414,Restaurant,4459 S ARCHER AVE ,CHICAGO,IL,60632.0
SPECTRUM SPORTS BAR & GRILL,15888,Restaurant,233 S HALSTED ST ,CHICAGO,IL,60661.0
MERCADITO CHICAGO,2036402,Restaurant,108-110 W KINZIE ST ,CHICAGO,IL,60654.0
Levy Restaurants at Wrigley Field,1120539,Restaurant,1060 W ADDISON ST ,CHICAGO,IL,60613.0
STARBUCKS COFFEE #10957,1743553,Restaurant,150 E RANDOLPH ST ,CHICAGO,IL,60601.0
SUBWAY,2114912,Restaurant,3800 W 103RD ST ,CHICAGO,IL,60655.0
ELEVEN CITY DINER,2263338,Restaurant,2301-2315 N CLARK ST ,CHICAGO,IL,60614.0
NATIONAL HELLENIC MUSEUM,2115137,Restaurant,333-341 S Halsted ST ,CHICAGO,IL,60661.0
DREAM DINNERS,2385310,Restaurant,740 N DAMEN AVE ,CHICAGO,IL,60622.0
STARBUCKS COFFEE #2201,23053,Restaurant,1023  -01025 W ADDISON ST ,CHICAGO,IL,60613.0
Crowne Plaza Chicago Metro,71334,Restaurant,733 W MADISON ST ,CHICAGO,IL,60661.0
ARAMARK AT BOEING,2203996,Restaurant,100 N RIVERSIDE PLZ ,CHICAGO,IL,60606.0
LEVY RESTAURANTS AT WRIGLEY FIELD,1574000,Restaurant,1060 W ADDISON ST ,CHICAGO,IL,60613.0
MCDONALD' S # 5618,1960250,Restaurant,3620 N CLARK ST ,CHICAGO,IL,60613.0
BRIDGEPORT YOGURT & CAFE,2328332,Restaurant,3108 S WALLACE ST ,CHICAGO,IL,60616.0
BIG G'S PIZZA,2152583,Restaurant,3716 N CLARK ST ,CHICAGO,IL,60613.0
DUNKIN DONUTS/BASKIN ROBBINS,1594330,Restaurant,1982 N CLYBOURN AVE ,CHICAGO,IL,60614.0
THE MELTING POT,1488797,Restaurant,609 N DEARBORN ST ,CHICAGO,IL,60610.0
"KARYN'S COOKED, INC.",1545520,Restaurant,738 N WELLS ST ,CHICAGO,IL,60610.0
EMERALD CITY CO,1619324,Restaurant,3938 N SHERIDAN RD ,CHICAGO,IL,60613.0
26TH STREET SUGAR SHACK,1697768,Restaurant,630 W 26TH ST ,CHICAGO,IL,60616.0
DUNKIN DONUTS,2292965,Restaurant,71 E MONROE ST ,CHICAGO,IL,60603.0
"FIRESIDE PUB, INC",21637,Restaurant,5739 - 5741 N RAVENSWOOD AVE ,CHICAGO,IL,60660.0
McDONALD'S,1969968,Restaurant,23 S CLARK ST ,CHICAGO,IL,60603.0
FIRESIDE TAVERN AND GRILL,2452438,Restaurant,5739 - 5741 N RAVENSWOOD AVE ,CHICAGO,IL,60660.0
CREPERIA NUEVO LEON,2363516,Restaurant,1636-1638 W 18TH ST ,CHICAGO,IL,60608.0
FIRESIDE TAVERN AND GRILL,2452439,Restaurant,5739 - 5741 N RAVENSWOOD AVE ,CHICAGO,IL,60660.0
BEACON TAVERN,2432882,Restaurant,405 N WABASH AVE ,CHICAGO,IL,60611.0
LYFE KITCHEN,2437332,Restaurant,831 N STATE ST ,CHICAGO,IL,60610.0
GEORGE STREET PUB,2452284,Restaurant,2858-2860 N HALSTED ST ,CHICAGO,IL,60657.0
CAFE CHIEN,2419644,Restaurant,4749 N SPAULDING AVE ,CHICAGO,IL,60625.0
STARBUCKS COFFEE #22949,2458000,Restaurant,200 N MICHIGAN AVE ,CHICAGO,IL,60601.0
Starbucks Coffee #2428,1021782,Restaurant,6738 N SHERIDAN RD ,CHICAGO,IL,60626.0
40s TF HEALTHY MEDITERRANEAN CUISINE,2359889,Restaurant,2665 N CLARK ST ,CHICAGO,IL,60614.0
TANK SUSHI,1334785,Restaurant,4514 N LINCOLN AVE ,CHICAGO,IL,60625.0
SUBWAY AT NORWEGIAN AMERICAN HOSPITAL,2328314,Restaurant,1044 N FRANCISCO AVE ,CHICAGO,IL,60622.0
SOUTHPORT AND IRVING,2452490,Restaurant,4000-4006 N SOUTHPORT AVE ,CHICAGO,IL,60613.0
GEORGE STREET PUB,2048143,Restaurant,2858 N HALSTED ST ,CHICAGO,IL,60657.0
BLAZE PIZZA,2446461,Restaurant,6550 N SHERIDAN RD ,CHICAGO,IL,60626.0
DELICIAS,2398757,Restaurant,2867 N MILWAUKEE AVE ,CHICAGO,IL,60618.0
VINTAGE LOUNGE,2304532,Restaurant,1447-1449 W TAYLOR ST ,CHICAGO,IL,60607.0
BURRITO KING,2340456,Restaurant,4754 W Belmont AVE ,CHICAGO,IL,60641.0
BARTOLI'S PIZZERIA,2197036,Restaurant,1955 W ADDISON ST ,CHICAGO,IL,60613.0
"LA BAGUETTE NORTH, INC.",1649172,Bakery,5712 N CLARK ST ,CHICAGO,IL,60660.0
POPCORN ENTERTAINMENT,2252238,Restaurant,2002 S WENTWORTH AVE ,CHICAGO,IL,60616.0
TWO BIRDS ONE STONE,2437592,Restaurant,2476-2478 N LINCOLN AVE ,CHICAGO,IL,60614.0
TWO BIRDS ONE STONE,2428531,Restaurant,2476-2478 N LINCOLN AVE ,CHICAGO,IL,60614.0
BABA PITA,2405341,Restaurant,2343 W TAYLOR ST ,CHICAGO,IL,60612.0
MED KITCHEN,2055163,Restaurant,219 W WASHINGTON ST ,CHICAGO,IL,60606.0
JIMMY JOHNS SANDWICH SHOPS,1226727,Restaurant,6153 N BROADWAY ,CHICAGO,IL,60660.0
STARBUCKS COFFEE  #204,2452034,Restaurant,639 W DIVERSEY PKWY ,CHICAGO,IL,60614.0
GODFATHER'S PIZZA,31520,Restaurant,1265 W WILSON AVE ,CHICAGO,IL,60640.0
HABANERO BAJA GRILL,2298574,Restaurant,2 N RIVERSIDE PLZ ,CHICAGO,IL,60606.0
THE CROCODILE,2446103,Restaurant,1540 N MILWAUKEE AVE ,CHICAGO,IL,60622.0
GILT BAR/DOUGHNUT  VAULT,1991378,Restaurant,228-230 W KINZIE ST ,CHICAGO,IL,60654.0
THE CROCODILE,1892523,Restaurant,1540 N MILWAUKEE AVE ,CHICAGO,IL,60622.0
STARBUCKS COFFEE #2369,23112,Restaurant,2023-2025 W ROSCOE ST ,CHICAGO,IL,60618.0
LA CHILANGUEADA,1446627,Restaurant,5131 W FULLERTON AVE ,CHICAGO,IL,60639.0
"SHOKOLAD PASTRY & CAFE, INC",1883567,Restaurant,2524 W CHICAGO AVE ,CHICAGO,IL,60622.0
SNOW DRAGON SHAVERY,2458733,Restaurant,700 E GRAND AVE ,CHICAGO,IL,60611.0
EGGSPERIENCE,2283437,Restaurant,30 S HALSTED ST ,CHICAGO,IL,60661.0
SNACK SHOP RESTAURANT,2124582,Restaurant,452 W PERSHING RD ,CHICAGO,IL,60609.0
MCDONALD'S,2328103,Restaurant,600 N CLARK ST ,CHICAGO,IL,60654.0
"GOGO DOGS, LLC",2326585,Restaurant,2858 W CHICAGO AVE ,CHICAGO,IL,60622.0
JONNIE 'S EXPRESS GRILL,2253128,Restaurant,4521 N SHERIDAN RD ,CHICAGO,IL,60640.0
Osteria Via Stato,1547695,Restaurant,620 N STATE ST ,CHICAGO,IL,60654.0
OLIVE-HARVEY COLLEGE,2419092,Restaurant,10001 S WOODLAWN AVE ,CHICAGO,IL,60628.0
RUSH UNIVERSITY MEDICAL CENTER,11180,Restaurant,600 S PAULINA ST ,CHICAGO,IL,60612.0
GHAREEB NAWAZ EXPRESS,1698821,Restaurant,807 W ROOSEVELT RD ,CHICAGO,IL,60608.0
LAS TABLAS ON LINCOLN,1717064,Restaurant,2942-2944 N LINCOLN AVE ,CHICAGO,IL,60657.0
KENTUCKY FRIED CHICKEN 521037,1816807,Restaurant,7508 S LAFAYETTE AVE ,CHICAGO,IL,60620.0
9 MUSES BAR & GRILL,39117,Restaurant,315 S HALSTED ST ,CHICAGO,IL,60661.0
TOM LEE'S CHOP SUEY,1473196,Restaurant,4660 N WESTERN AVE ,CHICAGO,IL,60625.0
LA CECINA 4,2417850,Restaurant,1536 W 18TH ST ,CHICAGO,IL,60608.0
"CHICAGO UNION SUB, INC.",2309232,Restaurant,2247 E 71ST ST ,CHICAGO,IL,60649.0
"TAQUERIA  MAZAMITLA, INC.",2327177,Restaurant,3610 W BELMONT AVE ,CHICAGO,IL,60618.0
HOOSIER MAMA DOLLOP,2398899,Bakery,1844 S BLUE ISLAND AVE ,CHICAGO,IL,60608.0
Potbelly Sandwich Works,1937822,Restaurant,2717 N ELSTON AVE ,CHICAGO,IL,60647.0
"MEZZA GRILLED WRAPS AND PITA, INC",1596616,Restaurant,2 N RIVERSIDE PLZ ,CHICAGO,IL,60606.0
LAS TRES CAMPANITAS #7 INC.,2398213,Restaurant,1044 W 18TH ST ,CHICAGO,IL,60608.0
MAGNOLIA CAFE,1168915,Restaurant,1224 W WILSON AVE ,CHICAGO,IL,60640.0
LOS MEZKALES GRILL,2458014,Restaurant,7544 W ADDISON ST ,CHICAGO,IL,60634.0
JIMMY'S BEEF,2114455,Restaurant,7544 W ADDISON ST ,CHICAGO,IL,60634.0
STARBUCKS COFFEE #2527,1277068,Restaurant,1001 W MADISON ST ,CHICAGO,IL,60607.0
MIH ADMIN SERVICES LLC/DBA 521038,2405023,Restaurant,1914 W 79TH ST ,CHICAGO,IL,60620.0
JIMMY JOHNS SANDWICH SHOPS,1695168,Restaurant,2115 W ROSCOE ST ,CHICAGO,IL,60618.0
PHO LOAN RESTAURANT,2341008,Restaurant,1114 W ARGYLE ST ,CHICAGO,IL,60640.0
LA PETITE FOLIE,69466,Restaurant,1504 E 55TH ST ,CHICAGO,IL,60615.0
AU BON PAIN,2363720,Restaurant,259 E ERIE ST ,CHICAGO,IL,60611.0
QDOBA MEXICA GRILL,1444652,Restaurant,175 W JACKSON BLVD ,CHICAGO,IL,60604.0
BAMBI,2328090,Restaurant,2051 W 47TH ST ,CHICAGO,IL,60609.0
BEST BBQ II,2458404,Restaurant,1419 W 79TH ST ,CHICAGO,IL,60620.0
AL'S PIZZA CHICAGO,2431637,Restaurant,6344-6348 W IRVING PARK RD ,CHICAGO,IL,60634.0
MADDIEBIRD BAKERY,2309274,Bakery,1445 W DEVON AVE ,CHICAGO,IL,60660.0
AL'S PIZZA,1997579,Restaurant,6344 W IRVING PARK RD ,CHICAGO,IL,60634.0
BURGER BROTHERS,2458251,Restaurant,5926 S PULASKI RD ,CHICAGO,IL,60629.0
DOLCE CASA CAFE,2094076,Restaurant,4947 N DAMEN AVE ,CHICAGO,IL,60625.0
Las Delicias De Puerto Rico,2158450,Restaurant,4821 W ARMITAGE AVE ,CHICAGO,IL,60639.0
THAI SPOON,1646042,Restaurant,601 S WABASH AVE ,CHICAGO,IL,60605.0
FRUTTY BOMBA,2252592,Restaurant,5002 S WESTERN AVE ,CHICAGO,IL,60609.0
MCDONALD'S,1968755,Restaurant,5614 N CLARK ST ,CHICAGO,IL,60660.0
E WOK CAFE,2124405,Restaurant,5056 W Irving Park RD ,CHICAGO,IL,60641.0
LUTZ CONTINENTAL CAFE & PASTRY SHOP,1356917,Bakery,2454-2458 W MONTROSE AVE ,CCHICAGO,IL,60618.0
CHINA FAST WOK INC,2446988,Restaurant,2020 N CALIFORNIA AVE ,CHICAGO,IL,60647.0
LILLIE'S Q,2048510,Restaurant,1856 W NORTH AVE ,CHICAGO,IL,60622.0
THE GALLERY CAFE,81276,Restaurant,1760 W NORTH AVE ,CHICAGO,IL,60622.0
CAFE INTERNET LATINO INC.,1904037,Restaurant,4101 W ARMITAGE AVE ,CHICAGO,IL,60639.0
MCDONALDS,2204169,Restaurant,207 E 35TH ST ,CHICAGO,IL,60616.0
DUNKIN DONUTS / BASKIN ROBINS,1717126,Restaurant,3801 W BELMONT AVE ,CHICAGO,IL,60618.0
Jitlada Thai House Restaurant,1959797,Restaurant,3715-3717 N HALSTED ST ,CHICAGO,IL,60613.0
STARBUCKS COFFEE #238,23073,Restaurant,70 W MADISON ST ,CHICAGO,IL,60602.0
BLUE LINE,1170410,Restaurant,1548 N DAMEN AVE ,CHICAGO,IL,60622.0
MAHONEY'S,1618579,Restaurant,543-551 N OGDEN AVE ,CHICAGO,IL,60642.0
HUTCH,2270100,Restaurant,3301 N CLARK ST ,CHICAGO,IL,60657.0
MC DONALDS,60108,Restaurant,2301 S LAKE SHORE DR ,CHICAGO,IL,60616.0
C & D BAR B QUE LLC,2342057,Restaurant,5604 W DIVISION ST ,CHICAGO,IL,60651.0
LA PLENA RESTAURANT,1844120,Restaurant,2617 W DIVISION ST ,CHICAGO,IL,60622.0
JIANG'S KITCHEN INC.,1305892,Restaurant,2740 W 111TH ST ,CHICAGO,IL,60655.0
TAILGATERS GRUB,2405343,Restaurant,206 E 35TH ST ,CHICAGO,IL,60616.0
LAVAZZA,1619838,Restaurant,33 N DEARBORN ST ,CHICAGO,IL,60602.0
B B Q PATIO,43281,Restaurant,3256 S ASHLAND AVE ,CHICAGO,IL,60608.0
SALGADO'S BAKERY,2463080,Bakery,3257-3259 W MONTROSE AVE ,CHICAGO,IL,60618.0
THE CHICAGO LIGHTHOUSE,2308438,Restaurant,1850 W ROOSEVELT RD ,CHICAGO,IL,60608.0
WHALE FISH & CHICKEN,2284900,Restaurant,1828 W 79TH ST ,CHICAGO,IL,60620.0
SALGADO'S BAKERY,2314187,Bakery,3259 W MONTROSE AVE ,CHICAGO,IL,60618.0
"HOUSE OF CHICKEN, INC.",2446260,Restaurant,7127 S STATE ST ,CHICAGO,IL,60619.0
CONTE'S PIZZA,1169446,Restaurant,8512 S PULASKI ,CHICAGO,IL,60652.0
MANCINI'S,7594,Restaurant,13508 S BRANDON AVE ,CHICAGO,IL,60633.0
Nori Chicago,1981196,Restaurant,954 W DIVERSEY PKWY ,CHICAGO,IL,60614.0
DUNKIN DONUTS,2048983,Restaurant,203 N LA SALLE ST ,CHICAGO,IL,60601.0
MAY MAY GOURMET FOOD INC,1249768,Restaurant,210 W 23RD ST ,CHICAGO,IL,60616.0
AKA AVE 21,2424019,Restaurant,2142 N CLYBOURN AVE ,CHICAGO,IL,60614.0
THE FRONTIER,28299,Restaurant,1072 N MILWAUKEE AVE ,CHICAGO,IL,60642.0
MR. GYROS,2299275,Restaurant,3649 W DIVISION ST ,CHICAGO,IL,60651.0
SUPER JALAPENO GRILL INC.,2368044,Restaurant,3835 W FULLERTON AVE ,CHICAGO,IL,60647.0
"NEW BANPOJUNG, INC.",1847417,Restaurant,3450 W FOSTER AVE ,CHICAGO,IL,60625.0
GUCKENHEIMER AT JENNER & BLOCK,2008652,Restaurant,353 N CLARK ST ,CHICAGO,IL,60654.0
BEBE'S EATERY,2233209,Restaurant,131 N CLINTON ST ,CHICAGO,IL,60661.0
THE COFFEE STUDIO,1799696,Restaurant,5628 N CLARK ST ,CHICAGO,IL,60660.0
EAT N RUN CHICKEN AND FISH,2442868,Restaurant, ,,IL,
