dba_name,license_#,facility_type,address,city,state,zip
"EL ORIGINAL CHAVAS TACOS, INC.",1964229,Restaurant,2333 W GRAND AVE ,CHICAGO,IL,60612.0
HONG KONG BUFFET CORPORATION,1273946,Restaurant,6249 N MCCORMICK RD ,CHICAGO,IL,60659.0
YOLK,2516510,Restaurant,340 N STATE ST ,CHICAGO,IL,60654.0
CAPTAIN HOOKS FISH & CHICKEN,1169578,Restaurant,8550 S COTTAGE GROVE AVE ,CHICAGO,IL,60619.0
EL JACALITO,60821,Restaurant,8465 S COMMERCIAL AVE ,CHICAGO,IL,60617.0
DELTA SKY CLUB,1356711,Restaurant,11601 W TOUHY AVE ,CHICAGO,IL,60666.0
MAXWELL STREET GRILL,1620442,Restaurant,7901 S SOUTH CHICAGO AVE ,CHICAGO,IL,60617.0
POPEYE'S CHICKEN RESTAURANT,10139,Restaurant,616 E 103RD ST ,CHICAGO,IL,60628.0
BRIDGEPORT COFFEE HOUSE INC,1492765,Restaurant,3101 S MORGAN ST ,CHICAGO,IL,60608.0
RESIDENCE INN BY MARRIOTT,34949,Restaurant,201 E WALTON ST ,CHICAGO,IL,60611.0
CATALPA CAFE,2379834,Restaurant,2800 W LOGAN BLVD ,CHICAGO,IL,60647.0
"11 DINING,  LLC",2476878,Restaurant,50 S LA SALLE ST ,CHICAGO,IL,60603.0
MI TOCAYA,2501099,Restaurant,2800 W LOGAN BLVD ,CHICAGO,IL,60647.0
MI TOCAYA,2501098,Restaurant,2800 W LOGAN BLVD ,CHICAGO,IL,60647.0
EAST SIDE TAVERNA & PIZZARIA,2464780,Restaurant,201 E WALTON ST ,CHICAGO,IL,60611.0
KIN SUSHI & THAI CUISINE,2511774,Restaurant,1132 N MILWAUKEE AVE ,CHICAGO,IL,60642.0
EAST SIDE TAVERNA & PIZZARIA,2464779,Restaurant,201 E WALTON ST ,CHICAGO,IL,60611.0
SUBWAY,2109775,Restaurant,1322 E 47TH ST ,CHICAGO,IL,60653.0
SPRINGHILL SUITES BY MARRIOTT,1142132,Restaurant,8101 W HIGGINS RD ,CHICAGO,IL,60631.0
HALSTED STREET DELI & BAGEL,2358755,Restaurant,133 N WELLS ST ,,IL,
PETE'S GRILL,1980934,Restaurant,7557 N PAULINA ST ,CHICAGO,IL,60626.0
SOUP BARZ,2511871,Restaurant,133 N WELLS ST ,,IL,
Subway,2138021,Restaurant,6620 W NORTH AVE ,CHICAGO,IL,60707.0
BLUEBIRD,2511010,Restaurant,2863 N CLARK ST ,CHICAGO,IL,60657.0
COCHAN VOLANT,2355041,Restaurant,100 W MONROE ST ,CHICAGO,IL,60603.0
SUBWAY,1742947,Restaurant,3900 W MADISON ST ,CHICAGO,IL,60624.0
John's Pizzeria,2094224,Restaurant,2104-2108 N WESTERN AVE ,CHICAGO,IL,60647.0
INTERCONTINENTAL HOTEL CHICAGO,2437403,Restaurant,505 N MICHIGAN AVE ,CHICAGO,IL,60611.0
PANDA EXPRESS #1975,2084433,Restaurant,1730 W FULLERTON AVE ,CHICAGO,IL,60614.0
EL CUBANITO,2379193,Restaurant,2555-2557 N PULASKI RD ,CHICAGO,IL,60639.0
UNIVERSITY OF CHICAGO,33341,Restaurant,1111 E 60TH ST ,CHICAGO,IL,60637.0
THE BBQ ZONE,2411894,Restaurant,3309 E 106th street ,CHICAGO,IL,60617.0
TORTERIA SAN LENCHITO INC.,2412170,Restaurant,4810 N DRAKE AVE ,CHICAGO,IL,60625.0
LUNA LLENA SPORTS GRILL,2496428,Restaurant,5247-5249 W BELMONT AVE ,CHICAGO,IL,60641.0
UKAI RESTAURANT,2184562,Restaurant,1059 W BELMONT AVE ,CHICAGO,IL,60657.0
LUNA LLENA SPORTS GRILL,2496427,Restaurant,5247-5249 W BELMONT AVE ,CHICAGO,IL,60641.0
SAPORI NAPOLETANI PIZZERIA RISTORANTE,2424089,Restaurant,6050 N NORTHWEST HWY ,CHICAGO,IL,60631.0
5411 EMPANADAS,2447089,Restaurant,3715 N SOUTHPORT AVE ,CHICAGO,IL,60613.0
LIGHT HOUSE,2431759,Restaurant,1373 E 53RD ST ,CHICAGO,IL,60615.0
AMERICAN GLORY FOOD TRUCK,2488883,Mobile Food Preparer,2300 S THROOP ST ,CHICAGO,IL,60608.0
HOT WOK CHINESE KITCHEN,2405776,Restaurant,10611 S EWING AVE ,CHICAGO,IL,60617.0
CHEESIE'S PUB & GRUB,2263707,Mobile Food Preparer,2300 S THROOP ST ,CHICAGO,IL,60608.0
DE COLORES ICE CREAM INC.,1985818,Restaurant,3838 W 49TH ST ,CHICAGO,IL,60632.0
EL REY DEL TACO & BURRITO,2043451,Restaurant,4835-4837 S ARCHER AVE ,CHICAGO,IL,60632.0
BLACKSTONE HOTEL,1848298,Restaurant,636 S MICHIGAN AVE ,CHICAGO,IL,60605.0
NEW TEA GARDEN CHOP SUEY,2423435,Restaurant,11342 S MICHIGAN AVE ,CHICAGO,IL,60628.0
HAMPTON INN CHICAGO-DOWNTOWN/WEST LOOP,2470573,Restaurant,116 N JEFFERSON ST ,CHICAGO,IL,60661.0
HOMEWOOD SUITES-CHICAGO-DOWNTOWN/WEST LOOP,2483261,Restaurant,118 N JEFFERSON ST ,CHICAGO,IL,60661.0
THE NEW RANCH STEAK HOUSE,16795,Restaurant,11147 S MICHIGAN AVE ,CHICAGO,IL,60628.0
HOMEWOOD SUITES-CHICAGO-DOWNTOWN/WEST LOOP,2470582,Restaurant,118 N JEFFERSON ST ,CHICAGO,IL,60661.0
SOUL FOOD HEAVEN,2511693,Restaurant,641 E 75TH ST ,CHICAGO,IL,60619.0
GERRY'S FISH & CHICKEN,2379359,Restaurant,2 W 103RD ST ,CHICAGO,IL,60628.0
TASTE OF THAI TOWN,2341566,Restaurant,4461 N PULASKI RD ,CHICAGO,IL,60630.0
CHERUBS 1,1770200,Restaurant,2524 W FULLERTON AVE ,CHICAGO,IL,60647.0
DOX QUALITY GREEK,2488351,Restaurant,1566 N DAMEN AVE ,CHICAGO,IL,60622.0
TACOS TEQUILAS,2283846,Restaurant,2919 N MILWAUKEE AVE ,CHICAGO,IL,60618.0
SUBWAY,2373618,Restaurant,10325 S TORRENCE AVE ,CHICAGO,IL,60617.0
SUBWAY SANDWICHES & SALAD,1471047,Restaurant,1762 N CLYBOURN AVE ,CHICAGO,IL,60614.0
DOC B'S FRESH KITCHEN,2246700,Restaurant,100 E WALTON ST ,CHICAGO,IL,60611.0
JIMMY JOHNS,1997729,Restaurant,201 W MADISON ST ,CHICAGO,IL,60606.0
CHICAGO'S MARGIES MAXWELL STREET,2380030,Restaurant,4646 W CHICAGO AVE ,CHICAGO,IL,60651.0
MINGHIN CUISINE,2177499,Restaurant,2162-2170 S ARCHER AVE ,CHICAGO,IL,60616.0
GERRY;S FISH & CHICKEN,2511720,Restaurant,2 W 103RD ST ,CHICAGO,IL,60628.0
MR. QUILES MEXICAN FOOD,2368599,Mobile Food Preparer,2300 S THROOP ST ,CHICAGO,IL,60608.0
BARCELLO'S PIZZA,2358944,Restaurant,3576 N MILWAUKEE AVE ,CHICAGO,IL,60641.0
COUSCOUS RESTARURANT,1140774,Restaurant,1445 W TAYLOR ST ,CHICAGO,IL,60607.0
TAQUERIA EL DORADO,2386309,Restaurant,6952 N CLARK ST ,CHICAGO,IL,60626.0
POLLO EXPRESS,1816687,Restaurant,1315 W 18TH ST ,CHICAGO,IL,60608.0
FIG & OLIVE,2309205,Restaurant,104 E OAK ST ,CHICAGO,IL,60611.0
GINA'S CHICKEN,37407,Restaurant,3415 E 106TH ST ,CHICAGO,IL,60617.0
S@KURA,2037766,Restaurant,2507 W FULLERTON AVE ,CHICAGO,IL,60647.0
LA MARIPOSA MICHOACANA,2412444,Restaurant,5645 N ASHLAND AVE ,CHICAGO,IL,60660.0
NUTRITION STORE,2093797,Restaurant,5649 N ASHLAND AVE ,CHICAGO,IL,60660.0
JIMMY JOHN'S STORE #850,1905394,Restaurant,3506 S STATE ST ,CHICAGO,IL,60609.0
CHIYA CHAI CAFE,2432644,Restaurant,2770 N MILWAUKEE AVE ,CHICAGO,IL,60647.0
JAMBA  JUICE  #481,2359081,Restaurant,225 S CANAL ST ,CHICAGO,IL,60606.0
JIMMY JOHN'S,2511697,Restaurant,3506 S STATE ST ,CHICAGO,IL,60609.0
Subway,1980317,Restaurant,511 N McClurg CT BLDG ,CHICAGO,IL,60611.0
GEORGE STREET PUB,2452283,Restaurant,2858-2860 N HALSTED ST ,CHICAGO,IL,60657.0
ANA L. CAMARGO,2511889,Restaurant,5649 N ASHLAND AVE ,CHICAGO,IL,60660.0
"LA CANASTA BAKERY, INC.",1875426,Bakery,3575 W ARMITAGE AVE ,CHICAGO,IL,60647.0
ARAMARK & LOYOLA DAMEN,2231765,Restaurant,6511 N SHERIDAN RD ,CHICAGO,IL,60626.0
STARBUCKS COFFEE #47593,2506949,Restaurant,6332 N NORTHWEST HWY ,CHICAGO,IL,60631.0
KING CRAB HOUSE,2464831,Restaurant,1816 N HALSTED ST ,CHICAGO,IL,60614.0
YOLK CAFE,2049342,Restaurant,355 E OHIO ST ,CHICAGO,IL,60611.0
SUBWAY 28330,1474226,Restaurant,120 S STATE ST ,CHICAGO,IL,60603.0
ABS SUPPLIES & CATERING,2432242,Restaurant,4258 W DIVISION ST ,CHICAGO,IL,60651.0
CONGAS,1477297,Restaurant,7021 W HIGGINS AVE ,CHICAGO,IL,60656.0
CAFE #10,2470706,Restaurant,2625 N HARLEM AVE ,CHICAGO,IL,60707.0
CHINA DOLL,13712,Restaurant,1246 N WELLS ST ,CHICAGO,IL,60610.0
KIKKA,1898472,Restaurant,6020 N CICERO AVE ,CHICAGO,IL,60646.0
"Mia Figlia, Inc",2031440,Restaurant,5304 W Devon AVE ,CHICAGO,IL,60646.0
LAS PALMAS,2496239,Restaurant,1835 W NORTH AVE ,CHICAGO,IL,60622.0
"WENDY'S PROPERTIES, LLC",2405949,Restaurant,2312 N ASHLAND AVE ,CHICAGO,IL,60614.0
GULLIVER'S INC,7471,Restaurant,2727 W HOWARD ST ,CHICAGO,IL,60645.0
LA PETITE PASTRY INC,26580,Restaurant,5610 W 63RD ST ,CHICAGO,IL,60638.0
PETE'S PIZZA,1245927,Restaurant,3737 N WESTERN AVE ,CHICAGO,IL,60618.0
LUGANO'S PIZZA,33500,Restaurant,4460 S KEDZIE AVE ,CHICAGO,IL,60632.0
MIKE'S BIG GYROS,2492978,Restaurant,7859 S STATE ST ,CHICAGO,IL,60619.0
IN-ON THAI,2278866,Restaurant,3821 N BROADWAY ,CHICAGO,IL,60613.0
LAS ASADAS,2054547,Restaurant,3834 W 47TH ST ,CHICAGO,IL,60632.0
POTBELLY SANDWICH WORKS LLC,1300087,Restaurant,3424 N SOUTHPORT AVE ,CHICAGO,IL,60657.0
ASIAN MIX,1798497,Restaurant,3945 N BROADWAY ,CHICAGO,IL,60613.0
SUBWAY SANDWICHES #27143,1357930,Restaurant,2349 W HOWARD ST ,CHICAGO,IL,60645.0
EL PUEBLITO ALIAH,2458118,Restaurant,6712 N CLARK ST ,CHICAGO,IL,60626.0
LA QUINTA INN & SUITES,1953529,Restaurant,1 S FRANKLIN ST ,CHICAGO,IL,60606.0
FRIENDS SUSHI ON STATE/FRIENDS RAMEN,2506224,Restaurant,806-808 N STATE ST ,CHICAGO,IL,60610.0
JINYA RAMEN BAR,2391406,Restaurant,553-555 W DIVERSEY PKWY ,CHICAGO,IL,60614.0
SHIRLEY RYAN ABILITY LAB,2510746,Restaurant,355 E ERIE ST ,CHICAGO,IL,60611.0
ROCKY PANCAKE HOUSE,2299323,Restaurant,2948 E 83RD ST ,CHICAGO,IL,60617.0
SHIRLEY RYAN ABILITY LAB,2510745,Restaurant,355 E ERIE ST ,CHICAGO,IL,60611.0
TAQUERIA LOS GALLOS 3 INC.,1357956,Restaurant,6222 S ARCHER AVE ,CHICAGO,IL,60638.0
CAPE COD ROOM,1766384,Restaurant,140 E WALTON PL ,CHICAGO,IL,60611.0
DRAKE BROTHERS,1766389,Restaurant,140 E WALTON PL ,CHICAGO,IL,60611.0
SUSIE'S DRIVE IN,1545191,Restaurant,4126 W MONTROSE AVE ,CHICAGO,IL,60641.0
MORTAR AND PESTLE,2419624,Restaurant,3108 N BROADWAY ,CHICAGO,IL,60657.0
SUGAR BLISS CAKE BOUTIQUE,1943390,Bakery,115 N WABASH AVE ,CHICAGO,IL,60602.0
CITGO SUBWAY,7357,Restaurant,3700 W ADDISON ST ,CHICAGO,IL,60618.0
TACOS NIETOS,2428123,Restaurant,3335 E 106TH ST ,CHICAGO,IL,60617.0
BLAZE PIZZA,2446460,Restaurant,6550 N SHERIDAN RD ,CHICAGO,IL,60626.0
BABYLON,2313587,Restaurant,4882 N CLARK ST ,CHICAGO,IL,60640.0
TACOS NIETOS,2511707,Restaurant,3335 E 106TH ST ,CHICAGO,IL,60617.0
La Viva Kitchen,2358584,Restaurant,4425 W MONTROSE AVE ,CHICAGO,IL,60641.0
DIVISION GROCERY PLUS INC,2397869,Restaurant,3805 W DIVISION ST ,CHICAGO,IL,60651.0
FLAJAE CAFE,2432475,Restaurant,644 N CICERO AVE ,CHICAGO,IL,60644.0
XURRO,2428781,Restaurant,7601 S CICERO AVE ,CHICAGO,IL,60652.0
Au Bon Pain,1980000,Restaurant,201 E HURON ST ,CHICAGO,IL,60611.0
JIMMY JOHN'S,1768216,Restaurant,1250 S MICHIGAN AVE ,CHICAGO,IL,60605.0
MC NAMARA'S FOOD & DRINKS,48870,Restaurant,4326-4328 W IRVING PARK RD ,CHICAGO,IL,60641.0
PINK KROKODILE CAFE,49702,Restaurant,6004 W BELMONT AVE ,CHICAGO,IL,60634.0
CLEO'S,72439,Restaurant,1935 W CHICAGO AVE ,CHICAGO,IL,60622.0
MESSY DOGS & EMPANADA KINGDOM,2458046,Restaurant,7006 W DIVERSEY AVE ,CHICAGO,IL,60707.0
RICE THAI CAFE,2354674,Restaurant,6744 N SHERIDAN RD ,CHICAGO,IL,60626.0
"VHC LOWER, LLC",2314234,Restaurant,203 N WABASH AVE ,CHICAGO,IL,60601.0
KWEI LIN CARRY-OUT,1844663,Restaurant,2057 E 95TH ST ,CHICAGO,IL,60617.0
LA PENA,1095962,Restaurant,4104 W NORTH AVE ,CHICAGO,IL,60639.0
U.B. DOGS,2074531,Restaurant,185 N FRANKLIN ST BLDG ,CHICAGO,IL,60606.0
BONNE VIE ENTERTAINMENT,2269934,Restaurant,2333 S MICHIGAN AVE ,CHICAGO,IL,60616.0
AUNTIE ANNE'S PRETZEL,1802253,Restaurant,7601 S CICERO AVE ,CHICAGO,IL,60652.0
NEW CAJUN GRILL,2412388,Restaurant,7601 S CICERO AVE ,CHICAGO,IL,60652.0
MOODY'S RESTAURANT INC,1219,Restaurant,5908 N BROADWAY ,CHICAGO,IL,60660.0
R U HUNGRY?,2008741,Restaurant,1724 W 51st ST ,CHICAGO,IL,60609.0
DRAKE HOTEL,1766380,Restaurant,140 E WALTON PL ,CHICAGO,IL,60611.0
VALLEY JERK SPOT,2320213,Restaurant,936 E 79TH ST ,CHICAGO,IL,60619.0
VIRGIN HOTELS CHICAGO LLC,2320391,Restaurant,203 N WABASH AVE ,CHICAGO,IL,60601.0
YA KWANG,2235049,Restaurant,5116 N LINCOLN AVE ,CHICAGO,IL,60625.0
CERISE,2314274,Restaurant,203 N WABASH AVE ,CHICAGO,IL,60601.0
"VHC LOWER, LLC",2314230,Restaurant,203 N WABASH AVE ,CHICAGO,IL,60601.0
COQ D OR,1766387,Restaurant,140 E WALTON PL ,CHICAGO,IL,60611.0
GREAT PHILLY STEAK,2511270,Restaurant,7601 S CICERO AVE ,CHICAGO,IL,60652.0
APPLEBEE'S NEIGHBORHOOD GRILL & BAR,2269750,Restaurant,6656 W GRAND AVE ,CHICAGO,IL,60707.0
CHICAGO'S PIZZA,1696176,Restaurant,4520 W IRVING PARK RD ,CHICAGO,IL,60641.0
LAHORE FOOD & GRILL,2031740,Restaurant,2114-2116 W DEVON AVE ,CHICAGO,IL,60659.0
LITTLE JIM'S,2391026,Restaurant,3501-3505 N HALSTED ST ,CHICAGO,IL,60657.0
LAHORE FOOD & GRILL,2511045,Restaurant,2114-2116 W DEVON AVE ,CHICAGO,IL,60659.0
RPM ITALIAN,2120388,Restaurant,52 W ILLINOIS ,CHICAGO,IL,60654.0
THALIA'S RESTAURANT,2464943,Restaurant,3156 N AUSTIN AVE ,CHICAGO,IL,60634.0
NIU B,2304669,Restaurant,888 S MICHIGAN AVE ,CHICAGO,IL,60605.0
BOMBAY WRAPS,2032716,Restaurant,122 N WELLS ST ,CHICAGO,IL,60606.0
GOLDEN FISH & CHICKEN,2299453,Restaurant,1474 W 115TH ST ,CHICAGO,IL,60643.0
WOK THIS WAY RESTAURANT,1998516,Restaurant,6607 S CICERO AVE ,CHICAGO,IL,60638.0
"RYLON'S SMOKEHOUSE PARTNERS, LLP",2487753,Restaurant,67-69 E CERMAK RD ,CHICAGO,IL,60616.0
JOJI GYROS,2179843,Restaurant,2518 E 79TH ST ,CHICAGO,IL,60649.0
SUBWAY SANDWICHES,1969095,Restaurant,9100 S COMMERCIAL AVE ,CHICAGO,IL,60617.0
CURIOUS,2511122,Restaurant,2020 W CHICAGO ,CHICAGO,IL,60622.0
B & P'S SWEETS AND TREATS,2506467,Restaurant,214 N HOMAN AVE ,CHICAGO,IL,60624.0
ANN SATHER'S CAFE,2172454,Restaurant,3415 N BROADWAY ,CHICAGO,IL,60657.0
FIRECAKES,2204174,Restaurant,68 W HUBBARD ST ,CHICAGO,IL,60654.0
SUBWAY,1904894,Restaurant,1300 S WABASH AVE ,CHICAGO,IL,60605.0
MIXED GREENS,2391618,Restaurant,175 N FRANKLIN ST ,CHICAGO,IL,60606.0
SHOKRAN,1884050,Restaurant,4027 W IRVING PARK RD ,CHICAGO,IL,60641.0
OAK MILL BAKERY,80212,Restaurant,5747 S HARLEM AVE ,CHICAGO,IL,60638.0
ROBUST COFFEE LOUNGE LLC,1979691,Restaurant,6300 S WOODLAWN AVE ,CHICAGO,IL,60637.0
TACO BELL,1926624,Restaurant,6622 W FULLERTON AVE ,CHICAGO,IL,60707.0
XANDO COFFEE & BAR / COSI SANDWICH BAR,62,Restaurant,230 W WASHINGTON ST ,CHICAGO,IL,60606.0
BROADWAY CELLARS,1717951,Restaurant,5900 N BROADWAY ,CHICAGO,IL,60660.0
SUBWAY,1447435,Restaurant,1449 E 57TH ST ,CHICAGO,IL,60637.0
NEW CHINA DRAGON,1226430,Restaurant,6214 N WESTERN AVE ,CHICAGO,IL,60659.0
L26,1968683,Restaurant,2600 S STATE ST ,CHICAGO,IL,60616.0
BAR LOUIE,2026594,Restaurant,47 W POLK ST ,CHICAGO,IL,60605.0
MR. FALAFEL,2313741,Restaurant,6404 N CALIFORNIA AVE ,CHICAGO,IL,60645.0
CROSBY'S KITCHEN,2147385,Restaurant,3455-3457 N SOUTHPORT AVE ,CHICAGO,IL,60657.0
MASON,6856,Restaurant,2138 N HALSTED ST ,CHICAGO,IL,60614.0
"LA MORENITA MICHOACANA, INC.",2418878,Restaurant,4434 W 59TH ST ,CHICAGO,IL,60629.0
HIENIE'S,1144631,Restaurant,10359 S TORRENCE AVE ,CHICAGO,IL,60617.0
MO DAILEY'S PUB & GRILLE,2102697,Restaurant,6064-6070 N NORTHWEST HWY ,CHICAGO,IL,60631.0
MIDWAY'S BEST BEEF,2483663,Restaurant,4930 S CICERO AVE ,CHICAGO,IL,60638.0
JIMMY'S BEST,2511356,Restaurant,200 W 103RD ST ,CHICAGO,IL,60628.0
STARBUCKS COFFEE #48615,2506134,Restaurant,1601 W IRVING PARK RD ,CHICAGO,IL,60613.0
LP SUB INC,2510726,Restaurant,513 1/2 E 47TH ST ,CHICAGO,IL,60653.0
POTBELLY SANDWICH WORKS LLC,1543762,Restaurant,1459 W TAYLOR ST ,CHICAGO,IL,60607.0
WING HOE RESTAURANT,80273,Restaurant,5356 N SHERIDAN RD ,CHICAGO,IL,60640.0
SUBWAY 7709,1544951,Restaurant,177 N WELLS ST ,CHICAGO,IL,60606.0
ASAHI ROLL,2411850,Restaurant,6803 N SHERIDAN RD ,CHICAGO,IL,60626.0
BEAUMONT,40491,Restaurant,2020 N HALSTED ST ,CHICAGO,IL,60614.0
Pita Grill,2115281,Restaurant,3051 N CENTRAL AVE ,CHICAGO,IL,60634.0
NORTHERN CITY INC.,2192852,Restaurant,742 W 31ST ST ,CHICAGO,IL,60616.0
ELLA ELLI,2419272,Restaurant,1347-1353 W CORNELIA AVE ,CHICAGO,IL,60657.0
ELLA ELLI,2419271,Restaurant,1347-1353 W CORNELIA AVE ,CHICAGO,IL,60657.0
HEMA'S KITCHEN,1927793,Restaurant,2439 W DEVON AVE ,CHICAGO,IL,60659.0
"VHC LOWER, LLC",2314238,Restaurant,203 N WABASH AVE ,CHICAGO,IL,60601.0
BON APPETIT MANAGEMENT CO,1337457,Restaurant,111 S MICHIGAN AVE ,CHICAGO,IL,60603.0
Edible Arrangements #761,1884093,Restaurant,3722 N SOUTHPORT AVE ,CHICAGO,IL,60613.0
"HOOTERS OF WELLS ST.,INC.",40853,Restaurant,658-660 N WELLS ST ,CHICAGO,IL,60654.0
WEST RIVER CAFE,1646219,Restaurant,4400 N KEDZIE AVE ,CHICAGO,IL,60625.0
BIG AL'S RESTAURANT,2299483,Restaurant,5333 S KEDZIE AVE ,CHICAGO,IL,60632.0
CHOCOLATE SHOPPE OF IL,1575380,Restaurant,5337 W DEVON AVE ,CHICAGO,IL,60646.0
UPSTAIRS VIRGIN HOTELS,2314250,Restaurant,203 N WABASH AVE ,CHICAGO,IL,60601.0
TOKYO LUNCH BOXES & CATERING,80130,Restaurant,179 W VAN BUREN ST ,CHICAGO,IL,60605.0
"MICHOACANA BAKERY, INC",1572880,Bakery,4407 N KIMBALL AVE ,CHICAGO,IL,60625.0
BRIGHTWOK KITCHEN,2374681,Restaurant,21 E ADAMS ST ,CHICAGO,IL,60603.0
CRISP,1868619,Restaurant,2940 N BROADWAY ,CHICAGO,IL,60657.0
NEW WAVES INC,61212,Restaurant,6043 W ADDISON ST ,CHICAGO,IL,60634.0
PANCHO PISTOLAS MEXICAN RESTAURANT,18867,Restaurant,700 W 31ST ST ,CHICAGO,IL,60616.0
PICCOLO MONDO CAFE,1908007,Restaurant,1642 E 56TH ST ,CHICAGO,IL,60637.0
WALDO COONEY,1304983,Restaurant,3651 E 106TH ST ,CHICAGO,IL,60617.0
BIG JONES,1874133,Restaurant,5347 N CLARK ST ,CHICAGO,IL,60640.0
BUFFALO JOE'S ON HOWARD,1380221,Restaurant,1841 W HOWARD ST ,CHICAGO,IL,60626.0
CHINESE #1 KITCHEN,2120075,Restaurant,5833 S KEDZIE AVE ,CHICAGO,IL,60629.0
AU BON PAIN,2379014,Restaurant,251 E HURON ST ,CHICAGO,IL,60611.0
UNIVERSITY OF CHICAGO,1992481,Restaurant,6025 S ELLIS AVE ,CHICAGO,IL,60637.0
AU BON PAIN,2229492,Restaurant,251 E HURON ST ,CHICAGO,IL,60611.0
PUPUSERIA CAFE,2501354,Restaurant,6533 W 63RD ST ,CHICAGO,IL,60638.0
THALI'S RESTAURANT,1975224,Restaurant,3156 N AUSTIN AVE ,CHICAGO,IL,60634.0
MIXED GREENS,2256139,Restaurant,308 W ERIE ST ,CHICAGO,IL,60654.0
"GOBBLE DOGGS, LLC",2308896,Mobile Food Preparer,324 N LEAVITT ST ,CHICAGO,IL,60612.0
BIRRIERIA OCOTLAN,3522,Restaurant,8726 S COMMERCIAL AVE ,CHICAGO,IL,60617.0
NOOKIES CAFE & RESTAURANT,2108329,Restaurant,1100 W BRYN MAWR AVE ,CHICAGO,IL,60660.0
THALIA'S RESTAURANT,2464942,Restaurant,3156 N AUSTIN AVE ,CHICAGO,IL,60634.0
CHIU QUON BAKERY,2510890,Bakery,3324 S ARCHER AVE ,CHICAGO,IL,60608.0
TAKOS KOREANOS,2333913,Restaurant,1706-1708 W FOSTER AVE ,CHICAGO,IL,60640.0
ESENCIA URBAN KITCHEN,2245461,Restaurant,3351 N BROADWAY ,CHICAGO,IL,60657.0
FABCAKES,2133991,Restaurant,714 N WELLS ,CHICAGO,IL,60654.0
WINDY'S DELI,14737,Restaurant,1013 1/2 E 53RD ST ,CHICAGO,IL,60615.0
EL TIPICO MEXICAN GRILL,2037965,Restaurant,1905-1907 W FOSTER AVE ,CHICAGO,IL,60640.0
AMERICA'S DOG,1798214,Restaurant,22 E RANDOLPH ST ,CHICAGO,IL,60601.0
BELMONT CAFE,2398190,Restaurant,928-930 W BELMONT AVE ,CHICAGO,IL,60657.0
TASSSILI,1474276,Restaurant,4342 1/2 N ELSTON AVE ,CHICAGO,IL,60641.0
DUKE'S,2431752,Restaurant,5659 N CENTRAL AVE ,CHICAGO,IL,60646.0
SUBWAY SANDWICH & SALAD,83040,Restaurant,753 W 31ST ST ,CHICAGO,IL,60616.0
TEQUILA CJ RESTAURANT,2379419,Restaurant,5728 S ARCHER AVE ,CHICAGO,IL,60638.0
MCDONALD'S,1874347,Restaurant,6515 S WESTERN AVE ,CHICAGO,IL,60636.0
BIG BOWL,1573666,Restaurant,60 E OHIO ST ,CHICAGO,IL,60611.0
DUNKIN DONUTS,1718241,Restaurant,27 W LAKE ST ,CHICAGO,IL,60601.0
"REGGAE ISLAND JERK CHICKEN, INC",2423096,Restaurant,5101 S HALSTED ST ,CHICAGO,IL,60609.0
THE GREAT AMERICAN BAGEL,2348597,Restaurant,4634 N CUMBERLAND AVE ,CHICAGO,IL,60656.0
SNICKERS,2446404,Restaurant,446-448 N STATE ST ,CHICAGO,IL,60654.0
NORTH GARDEN,2368358,Restaurant,1007 W ARGYLE ST ,CHICAGO,IL,60640.0
CAFE NORDSTROM,2405483,Restaurant,55 E GRAND AVE ,CHICAGO,IL,60611.0
GARDEN OF EDEN MEDITERRANEAN RESTAURANT,2114917,Restaurant,7156 N CALIFORNIA AVE ,CHICAGO,IL,60645.0
UMAMI SUSHI,2196866,Restaurant,4626 N CUMBERLAND AVE ,CHICAGO,IL,60656.0
CHINA DRAGON 18TH ST,2464662,Restaurant,1737 W 18TH ST ,CHICAGO,IL,60608.0
MR. SUBMARINE,1970076,Restaurant,1525 W FULLERTON AVE ,CHICAGO,IL,60614.0
TANGO SUR,1804060,Restaurant,3761 - 3763 N SOUTHPORT AVE ,CHICAGO,IL,60613.0
Cafe Nordstrom,1021790,Restaurant,55 E GRAND AVE ,CHICAGO,IL,60611.0
PANDA EXPRESS #591,1801484,Restaurant,209 W JACKSON BLVD ,CHICAGO,IL,60606.0
TORTOISE CLUB,2121289,Restaurant,350 N STATE ST ,CHICAGO,IL,60654.0
CARRIBEAN COVE RESTAURANT,1969524,Restaurant,8020 S DR MARTIN LUTHER KING JR DR ,CHICAGO,IL,60619.0
BIRRIERIA Y CARNITAS EL GALLITO,2422991,Restaurant,7021 N CLARK ST ,CHICAGO,IL,60626.0
BILLY GOAT TAVERN & GRILL,2204143,Restaurant,60 E LAKE ST ,CHICAGO,IL,60601.0
TACARIA SEVEN BROTHERS,83740,Restaurant,3755 S KEDZIE AVE ,CHICAGO,IL,60632.0
LAS PALMAS RESTAURANT,1166786,Restaurant,1835 W NORTH AVE ,CHICAGO,IL,60622.0
ZAKI CHICAGO STYLE GRILLE,2380158,Restaurant,610 W ROOSEVELT RD ,CHICAGO,IL,60607.0
4 HERMANOS TOO,1887531,Restaurant,6145 W TOUHY AVE ,CHICAGO,IL,60646.0
GIORDANO'S ON JACKSON,2417836,Restaurant,223-225 W JACKSON BLVD ,CHICAGO,IL,60606.0
"WESTERN TACOS MEXICAN FAST FOOD, INC.",2262204,Restaurant,7151 S WESTERN AVE ,CHICAGO,IL,60636.0
